,name,latitude_1,longitude_1,latitude_2,longitude_2,latitude_3,longitude_3,latitude_4,longitude_4,latitude_5,longitude_5,latitude_6,longitude_6,latitude_7,longitude_7,latitude_8,longitude_8,latitude_9,longitude_9,latitude_10,longitude_10,latitude_11,longitude_11,latitude_12,longitude_12,latitude_13,longitude_13,latitude_14,longitude_14,latitude_15,longitude_15,latitude_16,longitude_16,latitude_17,longitude_17,latitude_18,longitude_18,latitude_19,longitude_19,latitude_20,longitude_20,latitude_21,longitude_21,latitude_22,longitude_22,latitude_23,longitude_23,latitude_24,longitude_24,latitude_25,longitude_25,latitude_26,longitude_26,latitude_27,longitude_27,latitude_28,longitude_28,enter-parking
0,GeoFence,36.11065520071664,-115.1413569181608,36.11041270846913,-115.1412612478405,36.1101251919676,-115.1410413590561,36.11012030230018,-115.1407566635276,36.11015948091683,-115.1404425362364,36.11017176569752,-115.1398860941599,36.11020136533601,-115.1393849495107,36.11030611904795,-115.1390365786721,36.11055757076942,-115.1389608683003,36.11079484281115,-115.1390865918553,36.11092650420038,-115.1391719226508,36.1112066426608,-115.1391744952599,36.11146887403076,-115.1392326638728,36.1116826711911,-115.1393415579082,36.11185521872428,-115.1395304695078,36.11191440741155,-115.139816799257,36.11195465442004,-115.1401507022453,36.11195804176385,-115.1405226803823,36.11182615983655,-115.1408305523376,36.11166158383364,-115.1410009530831,36.11145749303476,-115.1410296164964,36.11124488218533,-115.1411004872609,36.11110200101439,-115.1409124351216,36.11095500732118,-115.1408770919192,36.11080567303696,-115.1409264203645,36.11073014186738,-115.1410693679338,36.11069919887746,-115.1412294882786,36.11065520071664,-115.1413569181608,1
